Setting name,Investigation status,Date outbreak was considered closed:,COVID Setting Type,"If setting type is other, specify","Is this an At Risk Population? (Healthcare, Corrections, Highly Mobile, Schools, Critical Infrastructure)",Colorado county (exposure location),Date reported to public health,Total resident cases,Total staff cases,Total attendee cases,Total resident deaths,Total staff deaths ,Total attendee deaths,Total cases,Total deaths,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RTD Maintenance,Resolved,6/17/2021,Other,Public Transportation,Yes,Denver,4/5/2021,,18,,,,,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RTD Navajo Facility,Resolved,2/2/2021,Other,Public Transportation,Yes,Denver,1/5/2021,,3,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rubi Slipper,Resolved,6/16/2021,Restaurant - Sit Down,,,Alamosa,5/12/2021,,6,,,,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Runyon Elementary School: April 2021,Resolved,5/19/2021,School K-12,,Yes,Arapahoe,4/21/2021,,,10,,,,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Runyon Elementary School: December 2020,Resolved,1/22/2021,School K-12,,Yes,Arapahoe,12/1/2020,,4,2,,,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rusin Concrete Construction,Resolved,12/18/2020,Construction Site,Concrete Construction Contracting Company,Yes,El Paso,8/18/2020,,8,,,,,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russ Davis Wholesale: August 2020,Resolved,10/5/2020,Food Distribution,,Yes,Pueblo,8/31/2020,,4,,,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russ Davis Wholesale: November 2020,Resolved,3/16/2021,Food Distribution,,Yes,Pueblo,1/4/2021,,14,,,,,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rustic Donut,Resolved,1/13/2021,Specialty Food Retailer,,,Larimer,12/23/2020,,2,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan and Company Construction,Resolved,5/22/2020,Construction Company/Contractor,Tile/Construction,,Douglas,5/7/2020,,2,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan Elementary,Resolved,12/8/2020,School K-12,,Yes,Jefferson,11/12/2020,,1,1,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan's Sports Grill,Resolved,12/1/2020,Bar/Tavern/Brewery,,,Larimer,11/10/2020,,3,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S&S Memory Care (23F916),Resolved,12/9/2020,Healthcare - Assisted Living,,Yes,Arapahoe,10/27/2020,7,1,,,,,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sabin World School,Resolved,12/18/2020,School K-12,,Yes,Denver,11/12/2020,,2,7,,,,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sacred Heart,Resolved,3/30/2021,Religious Facility,,,Mesa,2/2/2021,,2,10,,,,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sacred Heart of Jesus School,Resolved,2/2/2021,School K-12,,Yes,Boulder,11/6/2020,,,14,,,,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saddle Ranch Elementary School,Resolved,4/27/2021,School K-12,,Yes,Douglas,4/1/2021,,,3,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Safeway #1681,Resolved,3/22/2021,Grocery Store,,,Alamosa,2/2/2021,,10,,,,,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Safeway #1760,Resolved,2/19/2021,Grocery Store,,,Pueblo,11/17/2020,,2,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Safeway #1792,Resolved,7/7/2020,Grocery Store,,,El Paso,5/20/2020,,4,,,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Safeway #2246,Resolved,5/29/2021,Grocery Store,,,Denver,5/13/2021,,3,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Safeway #3729: May 2021,Resolved,6/3/2021,Grocery Store,,,Pueblo,5/17/2021,,2,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Safeway #3729: November 2020,Resolved,2/19/2021,Grocery Store,,,Pueblo,11/26/2020,,6,,,,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Safeway Distribution Center,Resolved,5/22/2020,Food Distribution,,Yes,Denver,5/9/2020,,6,,,1,,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Safta,Resolved,4/20/2021,Restaurant - Sit Down,,,Denver,3/22/2021,,5,,,,,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sage Benefit Advisors,Resolved,12/16/2020,Office/Indoor Workspace,,,Larimer,11/23/2020,,6,,,,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sage Telecommunications,Resolved,5/4/2021,Office/Indoor Workspace,,,Larimer,4/9/2021,,3,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sagewater,Resolved,11/3/2020,Construction Company/Contractor,Water pipe Replacement Company,,Denver,10/9/2020,,2,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sagewood Middle School: April 2021,Resolved,5/30/2021,School K-12,,Yes,Douglas,4/27/2021,,,12,,,,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saguache County Courthouse,Resolved,2/2/2021,Municipal/Local Government,,Yes,Saguache,12/16/2020,,5,,,,,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saguache County Government Administrative and Land Use Building,Resolved,6/3/2021,Municipal/Local Government,Government offices,Yes,Saguache,5/3/2021,,7,,,,,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saguache County Jail,Resolved,11/7/2020,Jail,,Yes,Saguache,10/13/2020,5,5,,,,,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saia LTL Freight,Resolved,11/23/2020,Distribution Center/Business,,,Adams,10/9/2020,,8,,,,,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Daniel's Church,Resolved,6/2/2021,Religious Facility,,,Ouray,12/11/2020,,2,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Francis de Sales,Resolved,1/7/2021,School K-12,,Yes,Denver,12/8/2020,,1,3,,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint John the Evangelist School,Resolved,5/24/2021,School K-12,,Yes,Larimer,5/3/2021,,,4,,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saints Peter and Paul Catholic School,Resolved,5/23/2021,School K-12,,Yes,Jefferson,4/30/2021,,,8,,,,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salida Vineyard Church,Resolved,12/23/2020,Religious Facility,,,Chaffee,11/19/2020,,,15,,,1,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sally Beauty ,Resolved,2/13/2021,Retailer,,,El Paso,1/16/2021,,2,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saltgrass Steakhouse,Resolved,5/11/2021,Restaurant - Sit Down,,,El Paso,4/26/2021,,3,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salvation Army - Headquarters,Resolved,12/21/2020,Office/Indoor Workspace,,,Denver,11/18/2020,,5,,,,,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sam's Club #4777,Resolved,3/15/2021,Retailer,,,Denver,3/5/2021,,4,,,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sam's Club #6219,Resolved,11/5/2020,Retailer,,,El Paso,10/7/2020,,4,,,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sam's Club #6549,Resolved,3/24/2021,Retailer,,,Pueblo,12/21/2020,,8,,,,,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sam's Club #6633,Resolved,2/19/2021,Retailer,,,Larimer,1/27/2021,,3,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sam's Club #8147,Resolved,2/16/2021,Retailer,,,Larimer,11/2/2020,,15,,,,,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samaritan House Denver,Resolved,8/4/2020,Homeless Shelter,,Yes,Denver,5/20/2020,3,3,,,,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samuels Elementary School,Resolved,12/2/2020,School K-12,,Yes,Denver,11/3/2020,,,3,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Carlos Correctional Facility: March 2021,Resolved,5/27/2021,State Prison,,Yes,Colorado,3/16/2021,7,17,,,,,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Carlos Correctional Facility: October 2020,Resolved,12/18/2020,State Prison,,Yes,Colorado,10/26/2020,9,25,,,,,34,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Isabel Electric,Resolved,12/28/2020,Construction Company/Contractor,,,Huerfano,11/11/2020,,2,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Juan Living Center (021141): April 2020,Resolved,5/28/2020,Healthcare - Skilled Nursing,,Yes,Montrose,4/3/2020,20,21,,6,,,41,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Juan Living Center (021141): November 2020,Resolved,2/9/2021,Healthcare - Skilled Nursing,,Yes,Montrose,12/11/2020,21,10,,2,,,31,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Juan Water Works,Resolved,11/26/2020,Construction Company/Contractor,Lawn Sprinkler System Contractor,,La Plata,11/5/2020,,2,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Luis Care Center (021020): June 2020,Resolved,7/30/2020,Healthcare - Combined Care,,Yes,Alamosa,6/11/2020,20,19,,4,,,39,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Luis Care Center (021020): June 2021,Resolved,7/8/2021,Healthcare - Skilled Nursing,,Yes,Alamosa,6/22/2021,1,2,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Luis Valley Board of Cooperative Educational Services,Resolved,6/10/2021,School Administration,,Yes,Alamosa,5/18/2021,,4,,,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Luis Valley Health - ENT Clinic,Resolved,4/3/2021,Healthcare - Outpatient,ENT Clinic,,Alamosa,3/17/2021,,2,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Luis Valley Land Office,Resolved,1/6/2021,Office/Indoor Workspace,,,Rio Grande,12/15/2020,,2,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Luis Valley Rural Electric Co-op,Resolved,11/9/2020,Municipal/Local Government,Utility Company,Yes,Rio Grande,9/29/2020,,5,,,,,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanborn Western Camps (COEC),Resolved,4/17/2021,Overnight Camp,Conference Center/camp/outdoor ed,,Teller,3/29/2021,,2,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sand Creek Elementary School: August 2020,Resolved,10/1/2020,School K-12,,Yes,Douglas,8/27/2020,,1,1,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sand Creek Elementary School: December 2020,Resolved,1/21/2021,School K-12,,Yes,Douglas,1/21/2021,,1,3,,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sand Creek Elementary School: February 2021,Resolved,3/9/2021,School K-12,,Yes,Douglas,2/8/2021,,2,1,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sand Creek High School,Resolved,2/21/2021,School K-12,,Yes,El Paso,1/26/2021,,5,,,,,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SandRock Ridge Care and Rehab (02H515): April 2021,Resolved,4/26/2021,Healthcare - Skilled Nursing,,Yes,Moffat,4/8/2021,1,1,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sandrock Ridge Care and Rehab (02H515): June 2021,Resolved,7/19/2021,Healthcare - Skilled Nursing,,Yes,Moffat,6/7/2021,,6,,,,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SandRock Ridge Care and Rehab (02H515): October 2020,Resolved,1/12/2021,Healthcare - Skilled Nursing,,Yes,Moffat,10/30/2020,34,28,,13,,,62,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sandstone Care,Resolved,7/30/2020,Healthcare - Alcohol/Drug Abuse Treatment (outpatient),Young Adult Rehab Center,Yes,Denver,7/14/2020,,3,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sandstone Care Cascade Canyon: December 2020,Resolved,1/9/2021,Healthcare - Alcohol/Drug Abuse Treatment (inpatient),Adolescent Residential Treatment Facility,Yes,El Paso,12/23/2020,,2,5,,,,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sandstone Care Cascade Canyon: October 2020,Resolved,11/13/2020,Healthcare - Alcohol/Drug Abuse Treatment (inpatient),,Yes,El Paso,10/21/2020,7,1,,,,,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sangre de Cristo Community Care: March 2021,Resolved,6/16/2021,Healthcare - Hospice,,Yes,Pueblo,4/8/2021,,8,,,,,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sangre de Cristo Community Care: November 2020,Resolved,2/9/2021,Healthcare - Hospice,,Yes,Pueblo,10/30/2020,,14,,,,,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santiago's Aurora,Resolved,8/11/2020,Restaurant - Fast Food,,,Arapahoe,7/13/2020,,5,,,,,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santiago's Mexican Restaurant ,Resolved,12/3/2020,Restaurant - Fast Food,,,Jefferson,11/3/2020,,4,,,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SARA, Inc. ",Resolved,1/3/2021,Office/Indoor Workspace,,,El Paso,12/4/2020,,11,,,,,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sashco: March 2021,Resolved,5/20/2021,Non-Food Manufacturer/Warehouse,,,Adams,4/6/2021,,8,,,,,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sashco: November 2020,Resolved,1/5/2021,Non-Food Manufacturer/Warehouse,,,Adams,11/13/2020,,7,,,,,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Savannah Smiles Learning Center,Resolved,2/9/2021,Child Care Center,,Yes,Pueblo,1/5/2021,,1,1,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBWP Law,Resolved,5/15/2021,Office/Indoor Workspace,,,Jefferson,4/27/2021,,2,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schaal Drilling,Resolved,8/23/2020,Other,Drilling Industry,,Kit Carson,8/19/2020,,3,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scheels,Resolved,6/11/2021,Retailer,,,Larimer,11/5/2020,,53,,,,,53,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schmidt Construction Company,Resolved,3/19/2021,Construction Company/Contractor,,,El Paso,2/11/2021,,5,,,,,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schmitt Elementary School: February 2021,Resolved,2/6/2021,School K-12,,Yes,Denver,2/5/2021,,,4,,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schmitt Elementary School: November 2020,Resolved,12/17/2020,School K-12,,Yes,Denver,11/17/2020,,3,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schnell North America Inc,Resolved,6/17/2020,Materials Supplier,Provides parts and technical assistance for rebar processing machines,,Adams,5/19/2020,,2,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schofield Excavation,Resolved,11/24/2020,Construction Company/Contractor,,,Eagle,11/16/2020,,3,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schommer Construction,Resolved,5/21/2020,Construction Company/Contractor,,,El Paso,5/12/2020,,2,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
School Of Mines- Beta Theta Pi Fraternity ,Resolved,12/22/2020,School/College Dorm,,Yes,Jefferson,11/12/2020,,,7,,,,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schroeder Roofing,Resolved,6/8/2021,Construction Company/Contractor,,,Larimer,5/18/2021,,3,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seasons Hospice and Palliative Care,Resolved,9/3/2020,Healthcare - Hospice,,Yes,Jefferson,7/30/2020,,4,,,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Secrest Elementary School,Resolved,2/18/2021,School K-12,,Yes,Jefferson,1/29/2021,,1,2,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Securitas Security Services USA,Resolved,5/3/2021,Office/Indoor Workspace,,,Larimer,4/13/2021,,2,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Security Water and Sanitation Districts,Resolved,3/20/2021,Municipal/Local Government,Water Utility Company,Yes,El Paso,2/16/2021,,7,,,,,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sedgwick County Memorial Nursing Home (020199): July 2020,Resolved,8/11/2020,Healthcare - Skilled Nursing,,Yes,Sedgwick,7/20/2020,4,3,,1,,,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sedgwick County Memorial Nursing Home (020199): May 2021,Resolved,6/7/2021,Healthcare - Skilled Nursing,,Yes,Sedgwick,5/10/2021,5,9,,1,,,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sefnco Communications ,Resolved,7/13/2021,Office/Indoor Workspace,,,El Paso,6/11/2021,,9,,,,,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Select Wood Floors,Resolved,5/24/2021,Construction Company/Contractor,Wood floor installation service,,Larimer,5/10/2021,,2,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Semper Elementary School,Resolved,12/15/2020,School K-12,,Yes,Jefferson,11/17/2020,,1,1,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Senior Community Care of Colorado,Resolved,2/18/2021,Healthcare - Outpatient,Home Health Agency,Yes,Montrose,11/30/2020,,5,2,,,,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Senior Resource Development Agency: January 2021,Resolved,2/26/2021,Other,Senior Resource Center,,Pueblo,1/26/2021,,3,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Senior Resource Development Agency: November 2020,Resolved,1/12/2021,Other,Senior Resource Center,,Pueblo,12/8/2020,,3,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serenity Education and Day Treatment,Resolved,2/19/2021,Child Care Center,,Yes,Arapahoe,1/13/2021,,4,,,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serenity House Assisted Living Hunters Hill (23G942),Resolved,5/18/2020,Healthcare - Assisted Living,,Yes,Arapahoe,4/11/2020,7,4,,1,,,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serenity House Assisted Living I (2304O7),Resolved,1/20/2021,Healthcare - Assisted Living,,Yes,Arapahoe,12/21/2020,7,1,,,,,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serenity House Assisted Living III (2304WE),Resolved,4/29/2020,Healthcare - Assisted Living,,Yes,Arapahoe,3/27/2020,7,4,,3,,,11,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serenity House Assisted Living Kingston (23R848),Resolved,2/15/2021,Healthcare - Assisted Living,,Yes,Arapahoe,1/27/2021,7,5,,2,,,12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serenity House Assisted Living Littleton (23M202),Resolved,5/26/2020,Healthcare - Assisted Living,,Yes,Jefferson,4/11/2020,8,4,,2,,,12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serenity House Assisted Living- Dry Creek (23N602),Resolved,3/3/2021,Healthcare - Assisted Living,,Yes,Arapahoe,3/1/2021,1,1,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serenity House Assisted Living- Kit Carson (23S213),Resolved,12/8/2020,Healthcare - Assisted Living,,Yes,Arapahoe,11/24/2020,7,2,,,,,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serenity Salon & Spa ,Resolved,11/28/2020,Personal Services,Spa/Salon,,Jefferson,11/19/2020,,3,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serious Texas BBQ,Resolved,12/2/2020,Restaurant - Sit Down,,,La Plata,11/10/2020,,3,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seva Assisted Living LLC (23D453),Resolved,12/1/2020,Healthcare - Assisted Living,,Yes,Arapahoe,11/10/2020,2,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seven Lakes Memory Care (23S218): April 2021,Resolved,5/20/2021,Healthcare - Assisted Living,,Yes,Larimer,4/29/2021,,2,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seven Lakes Memory Care (23S218): July 2020,Resolved,8/25/2020,Healthcare - Assisted Living,,Yes,Larimer,7/13/2020,28,20,,5,,,48,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seven Lakes Memory Care (23S218): November 2020,Resolved,1/13/2021,Healthcare - Assisted Living,,Yes,Larimer,11/30/2020,3,4,,,,,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sevens Residential Memory Care (23E900),Resolved,12/18/2020,Healthcare - Assisted Living,,Yes,Jefferson,11/16/2020,11,5,,,,,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sevens Restaurant,Resolved,2/6/2021,Restaurant - Sit Down,,,Summit,1/17/2021,,2,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaeffer Hyde Construction ,Resolved,12/9/2020,Construction Company/Contractor,,,Eagle,11/16/2020,,4,,,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaffer Elementary School,Resolved,4/13/2021,School K-12,,Yes,Jefferson,3/16/2021,,,7,,,,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shalom Denver,Resolved,2/8/2021,Healthcare - Facility for Developmentally Disabled (outpatient),,Yes,Douglas,1/4/2021,,3,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
